Rod_Length,Young_Modulus,Density,Damping_Coefficient,Boundary_Condition,Adhesive_Type,Total_Energy,Contact_Stress
0.559286981,97840889281.0,7925.739181,0.168368448,fixed-free,Acrylic,3786346.257,358385145.1162907
0.569608791,91974684738.0,5617.038964,0.143107627,fixed-fixed,Acrylic,4136588.044,245106043.9390231
1.827403811,187974000000.0,2505.486283,0.033088585,free-free,Polyurethane,70756052.24,935849547.0620781
unknown,71936403643.0,46256.062681386255,1.5,fixed-free,Acrylic,9753975.844,318812013.88888997
1.329422535,123005000000.0,1343.446677,0.184882169,fixed-fixed,Acrylic,46203583.96,154376143.9393985
0.65883642,122044000000.0,1242.059324,0.057188546,fixed-fixed,Epoxy,33198753.82,531521286.996699
1.334512453,2619045348.0,2984.400242,0.082247616,fixed-free,Epoxy,545176.7608,11798901.280017218
1.22110344,135499000000.0,4009.231559,0.097908738,fixed-free,Acrylic,18572669.92,347399877.71225536
0.744237855,34148021376.0,8022.694947,,fixed-fixed,Polyurethane,2112296.242,36307907.6289935
1.165155237,200663000000.0,5697.417906,0.125672179,free-free,Epoxy,17422692.61,721286938.9377497
1.095393772,28568871071.0,6181.742326,0.18994254,free-free,Acrylic,2850399.29,103207627.5616147
1.469611136,92349641129.0,3775.909303,0.05917035,free-free,Acrylic,15588270.84,310194531.1776832
1.403525986,15779034413.0,3385.652388,0.033213359,fixed-fixed,Silicone,3854944.099,30875912.137776203
0.585244123,194370000000.0,3553.012838,0.050969019,fixed-free,Polyurethane,14681107.77,920228049.346893
1.006832896,91044934076.0,7085.910432,0.156310058,fixed-fixed,Silicone,7238031.047,200949473.52625826
1.464266429,124449000000.0,1336.259737,0.134865255,fixed-free,Polyurethane,65197978.95,549606870.9429554
1.295002181,13692366158.0,7004.022456,0.065910298,free-free,Epoxy,1149498.974,14707325.663850302
1.724686178,151413000000.0,5131.954465,0.167658797,free-free,Polyurethane,25816453.47,182931382.29948175
1.545105791,48237878854.0,4177.872349,0.160037794,fixed-free,Acrylic,8129606.736,157558878.12134814
0.70211579,187649000000.0,6031.134496,0.170490996,fixed-free,Acrylic,11642701.94,659349917.0142845
0.59645099,43834851962.0,4594.988842,0.189214545,fixed-fixed,Polyurethane,3000935.203,174367985.31534758
1.45307248,36935089713.0,6646.12584,0.058130362,free-free,Polyurethane,4006221.567,78043146.10656351
0.50844559,7202273817.0,7153.154202,0.157505115,fixed-fixed,Polyurethane,275449.2036,11467117.057083018
1.439014508,95329866002.0,3804.73183,0.101838107,fixed-fixed,Silicone,17490377.8,276401031.7239831
1.824164501,131278000000.0,2884.594782,0.172053119,fixed-fixed,Polyurethane,35323211.81,406041976.0996465
1.353216163,13336816785.0,5406.339347,0.155314746,free-free,Epoxy,1746639.809,45198417.115327135
1.016149668,140725000000.0,7320.817088,0.152589566,fixed-fixed,Silicone,11095860.84,556023557.7865667
1.455054836,90134864435.0,2547.131082,0.147692296,fixed-fixed,Silicone,22786160.75,186424415.81458405
1.128760857,107634000000.0,5124.022362,0.044652654,fixed-fixed,Polyurethane,12546506.75,224157366.27741107
1.292474707,84320854581.0,5262.794478,0.110686181,fixed-fixed,Epoxy,11315998.61,319683154.9876362
1.841784706,77102693153.0,6659.51224,0.203565203,fixed-fixed,Silicone,13147143.46,168959316.02041125
1.157702574,115164000000.0,1828.922499,0.190675155,fixed-fixed,Acrylic,33677671.85,180490414.3656709
1.801882904,30320968515.0,6251.651548,0.018406548,free-free,Silicone,5119346.279,112696842.64128621
1.815616321,36529909073.0,7994.695412,0.041823283,fixed-fixed,Polyurethane,4398239.851,156960374.2935329
0.838597981,,2084.481182,0.036920935,fixed-free,Epoxy,30036217.75,
0.664661045,171654000000.0,2691.405129,0.1412061,fixed-fixed,Polyurethane,21391842.5,485424042.0232097
0.634507112,77382025057.0,7218.755019,0.172513766,fixed-fixed,Acrylic,3056629.452,314559003.37600464
0.532585529,54103415423.0,2209.95961,0.049316727,free-free,Acrylic,5523482.344,208964661.63991603
0.647796122,120574000000.0,7547.949124,0.110746261,free-free,Acrylic,6267945.105,392970962.93927234
1.551886649,76586609765.0,4128.835927,0.183271399,fixed-free,Polyurethane,12815123.0,284408199.1128691
0.637444026,5547840460.0,2868.506031,0.146831564,fixed-free,Silicone,550834.7371,23485783.773336615
0.973255395,32076148712.0,7584.587229,0.101080449,free-free,Polyurethane,2310211.876,49908820.89728188
1.689308098,144587000000.0,3948.072148,0.11441044,free-free,Epoxy,30612929.72,270004579.3528012
0.551437002,128115000000.0,4906.105727,0.109776266,fixed-fixed,Silicone,6965514.343,502463871.1409337
1.628320593,5540457121.0,3353.32263,0.069959893,free-free,Acrylic,1324882.457,26459390.232749857
0.93742096,46304097020.0,4831.536224,0.119517459,fixed-free,Polyurethane,4128356.533,141669454.0555304
0.661590562,47723570935.0,2176.078588,0.125655386,fixed-fixed,Acrylic,7141291.425,96851911.89585988
1.606624218,144078000000.0,3399.95925,0.174668545,fixed-free,Acrylic,27103562.95,308385363.0241388
1.479614134,3688534773.0,7561.385656,0.128114458,fixed-fixed,Epoxy,401995.2463,12969704.37347453
1.826154168,20330896073.0,2668.764191,0.149609326,free-free,Silicone,6895091.315,26716113.52245121
1.767401376,165152000000.0,6032.204016,0.04134726,fixed-free,Epoxy,22020819.28,257202499.7732799
1.595679429,34846087162.0,3195.566174,0.099150033,fixed-fixed,Epoxy,9705863.696,96016145.38459353
0.909215315,132856000000.0,,0.011427261,fixed-fixed,Epoxy,9368870.526,556445370.6793244
0.707636018,46919613881.0,1987.288554,0.055612715,free-free,Acrylic,8849430.1,55305421.82845821
1.621713322,19244530466.0,8309.700593,0.139167176,free-free,Epoxy,2025382.383,88738587.99416865
1.758800742,47896537042.0,4204.68527,0.191283146,free-free,Epoxy,10352764.63,175593363.56793147
1.954720556,,2706.778944,0.026382113,fixed-free,Silicone,51436225.02,
,158816000000.0,1418.345547,0.081286934,fixed-fixed,Silicone,58399775.77,375439032.54874897
1.043629279,169458000000.0,2205.424026,0.175292128,free-free,Epoxy,44541640.29,758082478.9645077
1.722688254,87462675220.0,4759.772501,0.044798933,fixed-free,Silicone,14890680.77,386232796.9872149
1.082813927,131379000000.0,3531.626314,0.118769015,fixed-free,Silicone,21765856.92,254830969.90215385
1.914075621,42174750383.0,6461.732006,0.141994208,fixed-free,Epoxy,5399828.195,93874670.85222852
1.626992225,61067394092.0,4240.70333,0.126984872,free-free,Acrylic,12997232.06,147508331.28098756
1.175412961,177563000000.0,2852.298867,0.045119622,free-free,Epoxy,41075286.02,623390231.9936378
1.708502638,2695024487.0,5310.285445,0.07638669,fixed-fixed,Silicone,419940.8511,9136026.391347744
1.663368637,16880686263.0,6022.385936,0.164640301,fixed-fixed,Acrylic,2338087.125,44394970.392554715
0.659239797,42840536477.0,2116.326443,0.120208443,free-free,Polyurethane,6809369.432,158816946.6727743
1.886501457,5205518782.0,2084.235499,0.010891415,fixed-free,Acrylic,2119321.961,24611954.907207124
1.146341163,36911510123.0,1173.199796,0.141044869,fixed-free,Silicone,17531567.62,147481217.01472002
1.822321523,122262000000.0,6096.503093,0.017512031,fixed-free,Acrylic,16150087.08,480077065.26365966
0.97603384,84973156595.0,5444.258403,0.145757224,fixed-fixed,Epoxy,6714939.548,142162655.32842344
1.938231528,181303000000.0,4188.690246,0.045143749,fixed-free,Polyurethane,37917118.01,521374056.4184595
0.9993767,171083000000.0,7387.632984,0.196528144,fixed-fixed,Polyurethane,12525642.49,313500759.66877794
0.516843803,70108343480.0,6948.70888,0.084359731,fixed-fixed,Polyurethane,2589991.964,201273454.14538524
1.934171014,54255826132.0,4925.679464,0.074796764,fixed-free,Silicone,9963489.095,156610811.29317746
0.574008954,74246386515.0,7162.693796,0.038966855,fixed-free,Silicone,3082694.97,168780768.3111513
0.982510682,108989000000.0,2785.907825,,free-free,Polyurethane,22373024.2,364371702.9837417
1.959938243,,1741.733043,0.176103077,free-free,Acrylic,27483998.34,
1.925379598,128296000000.0,2507.850631,0.204121601,fixed-free,Polyurethane,42290987.63,317969818.960031
1.30381241,75817537858.0,1294.955884,0.074253802,fixed-fixed,Acrylic,39938186.93,327941275.4599712
1.338598137,105766000000.0,5021.491565,0.095411574,fixed-fixed,Acrylic,15063697.42,207606026.10213053
,90829795054.0,7488.785001,0.165791172,fixed-fixed,Silicone,6709016.957,330042254.6255961
0.964091429,57722754846.0,1405.730527,0.179134056,fixed-fixed,Acrylic,20915492.86,272971396.9832537
1.006757378,185788000000.0,1998.928199,0.119041111,fixed-fixed,Polyurethane,51584422.86,307706098.72381395
1.511941338,164968000000.0,3684.176239,0.089195154,free-free,Silicone,27061113.33,211075777.90293354
1.487539087,30872308796.0,8172.390693,0.09113136,fixed-free,Epoxy,3000259.532,39842716.463777594
1.792784979,173393000000.0,3151.044242,0.149945711,free-free,Epoxy,49391673.44,711902124.6196811
1.618350687,95284069682.0,4567.159638,0.008992385,fixed-fixed,Silicone,17584028.43,297528848.10845006
0.641088086,185413000000.0,1162.499475,0.124154619,fixed-fixed,Polyurethane,49180772.07,705010158.131576
1.271864453,157624000000.0,2060.607514,0.075197317,fixed-fixed,Epoxy,49706532.56,
0.572595433,85118870930.0,8387.347126,0.158544398,fixed-fixed,Epoxy,3101286.613,406992065.69222337
unknown,4777834101.0,8360.02865,0.028157297,fixed-free,Acrylic,391532.9143,11187987.304469313
1.125276616,53065228002.0,,0.123811774,fixed-fixed,Acrylic,33211404.05,224194367.5681128
1.980387352,116263000000.0,7049.44131,0.101100123,fixed-free,Polyurethane,12567466.73,388740929.98616827
,127123000000.0,5736.108915,0.133044429,fixed-fixed,Silicone,11484663.28,459851168.0186646
0.687988569,50487374192.0,,0.021911938,fixed-free,Polyurethane,2433372.215,141877502.37668446
,28549893733.0,3918.344058,0.118660212,free-free,Silicone,2413599.279,135387469.2712408
1.806598111,170941000000.0,4624.383148,0.108756301,fixed-fixed,Epoxy,30757743.86,371657564.9548688
,211888000000.0,4339.670206,0.112167652,fixed-free,Acrylic,31622535.18,493421366.16688406
0.665586514,104643000000.0,5624.365735,0.116863928,free-free,Polyurethane,6222145.799,
0.55335989,32031273128.0,1980.617852,0.138153761,fixed-fixed,Polyurethane,5514671.951,33402896.122236397
1.606459562,52755533660.0,1263.021151,0.166263189,fixed-fixed,Silicone,32768635.77,250799386.99388295
0.653413281,3432281634.0,3064.083883,0.059309917,fixed-fixed,Silicone,344399.6662,6774750.2218974
1.763417143,194416000000.0,5482.074555,0.171738877,fixed-free,Polyurethane,27476633.94,627587452.0221326
1.705326892,22827399560.0,2388.420861,0.102517582,fixed-free,Silicone,7747000.164,80567839.26348019
0.63910903,118111000000.0,,0.024587696,free-free,Polyurethane,6538349.535,148489666.09217948
0.585077654,51547712218.0,7425.664032,0.020459523,fixed-free,Polyurethane,2153836.133,123448061.95542224
2.031615799,109150000000.0,1629.621475,0.074231339,fixed-free,Polyurethane,63799923.19,470571259.35096955
0.985525423,124562000000.0,5544.598111,,fixed-fixed,Epoxy,12630229.65,480728070.05687207
1.009483344,150319000000.0,4218.047699,0.130751008,fixed-fixed,Silicone,20193198.77,701140642.0071455
1.867166988,42207127729.0,7314.658617,,fixed-fixed,Acrylic,5262705.716,65875203.36520733
2.120008667,2148773126.0,2351.696968,0.097811317,fixed-fixed,Acrylic,945001.7534,6701750.09089294
1.960298251,28315742904.0,5674.987863,0.093207925,fixed-fixed,Silicone,4855839.894,93877219.69767125
1.609686969,169833000000.0,7142.36023,0.041834703,fixed-fixed,Polyurethane,21017773.3,685235608.1952794
1.045844921,,7269.393634,0.073190287,fixed-fixed,Acrylic,12388168.9,
0.688918348,114398000000.0,5899.659865,0.086702402,free-free,Acrylic,5914038.863,418762084.319629
1.660367453,116102000000.0,4474.288437,0.026258895,free-free,Silicone,22731121.1,497401395.8615339
1.426504067,135577000000.0,5747.079758,0.0513108,free-free,Acrylic,19263769.45,446793187.9019566
1.080178028,32975506295.0,7050.400674,0.11634047,free-free,Polyurethane,2664353.756,126621493.63859294
1.802310779,191248000000.0,4876.234908,0.157247608,fixed-fixed,Silicone,32502595.28,915607141.6944227
0.697136812,83348349875.0,1319.31741,0.187316808,free-free,Polyurethane,23323517.44,406671128.6916509
1.205972257,79813071639.0,8022.130312,0.178355084,fixed-fixed,Acrylic,6500106.176,297377535.5591314
0.50198986,100997000000.0,5569.767872,0.136796762,free-free,Acrylic,4641668.076,368588150.8007812
1.200303167,9708540964.0,5291.044733,0.088769293,fixed-free,Polyurethane,899661.1246,44939698.122556075
0.568359986,32496567131.0,2481.005778,0.139371188,free-free,Epoxy,3893109.546,48840976.999594085
0.665478416,145104000000.0,5711.367611,0.151986355,free-free,Acrylic,9040552.335,228915059.18823338
0.62674788,15762810314.0,,0.032476662,fixed-fixed,Epoxy,1278588.358,34362744.331709184
1.485828552,120859000000.0,6128.785949,0.084987008,free-free,Acrylic,16404688.04,210240482.27007297
1.558215351,50615630221.0,1783.982918,0.176939725,fixed-free,Epoxy,23344129.09,236960058.16292474
1.359733419,72603789964.0,5290.92733,0.081173371,fixed-fixed,Epoxy,9728192.18,310986314.12593764
1.823641638,56266689699.0,7374.503028,0.122718205,fixed-fixed,Epoxy,7348193.227,220479480.91223818
1.100867156,73373779140.0,1245.074084,0.131065857,free-free,Polyurethane,29509953.46,334905493.86363035
0.86009556,149344000000.0,8196.459419,0.046531149,fixed-fixed,Epoxy,8610068.958,
1.736296451,58100319928.0,3481.275803,0.074471846,fixed-fixed,Epoxy,13277879.73,238234249.30793247
0.857821222,111233000000.0,7264.390086,0.080857851,fixed-fixed,Epoxy,6287718.918,175772203.81813934
2.041998137,96148124511.0,,0.015940316,fixed-fixed,Acrylic,14289998.28,376609877.4792447
0.516590793,134710000000.0,5104.18559,0.014476716,fixed-fixed,Epoxy,7139601.71,516462326.0012544
2.038420512,197485000000.0,6776.700875,0.173900462,fixed-fixed,Acrylic,31020520.3,911672506.9154181
0.55956539,151253000000.0,7098.373179,0.06345426,fixed-free,Epoxy,5671647.282,740534256.7005509
,44745385867.0,3760.384671,0.108303184,free-free,Epoxy,10844525.04,135352861.22271404
1.29362404,6361526479.0,3403.027622,0.064488151,fixed-free,Polyurethane,1169088.126,21167046.019740727
1.946050115,53658788788.0,5870.772202,0.18679819,fixed-fixed,Acrylic,9779358.808,221939742.37930462
0.624200198,122864000000.0,6920.974094,0.057084201,fixed-fixed,Epoxy,5202209.554,243515504.52573735
1.315010524,10792531608.0,6647.675271,0.10077382,free-free,Acrylic,1114085.506,51679994.06192816
1.8640583,94134323143.0,6494.097325,0.171202615,fixed-free,Acrylic,13882380.05,154687208.70583472
1.362341876,116139000000.0,4064.367636,0.16653111,free-free,Silicone,18321529.66,189167767.99412122
1.506229664,66808116357.0,6290.135363,0.041718664,fixed-free,Polyurethane,7337990.413,300700271.68665874
1.568110735,162429000000.0,1914.858849,0.1736241,fixed-fixed,Polyurethane,63019244.96,471727365.6017552
1.222295888,21827346077.0,5212.459109,0.094793665,free-free,Polyurethane,2782633.734,50927217.485951625
1.361104168,15386850154.0,981.3371393,0.106249094,free-free,Silicone,10299644.88,44774939.531783246
1.374461981,136972000000.0,,0.036746448,fixed-fixed,Silicone,30811069.85,242136551.41912878
2.010832323,94198457065.0,3722.279591,0.025107568,free-free,Polyurethane,24886013.94,96346020.20621687
0.62555009,138569000000.0,3853.109976,0.148508637,fixed-free,Silicone,10716455.65,620391032.073075
0.96498511,88014747285.0,,0.102127812,fixed-free,Silicone,6680820.56,323601593.7552478
1.960263601,46881675435.0,3544.558182,0.089253934,fixed-free,Silicone,13006314.22,143508799.48077232
1.887098026,161206000000.0,4412.256405,0.154107527,fixed-free,Polyurethane,36094030.71,205269538.65577236
1.111933972,155759000000.0,2571.869089,,fixed-fixed,Polyurethane,35523647.54,250143887.94688395
1.552007612,,3461.357027,0.038038157,free-free,Polyurethane,24970391.59,
0.937950368,,2628.373724,0.115446451,fixed-free,Silicone,9472476.689,
0.8257057,127290000000.0,1331.102979,0.040047907,fixed-fixed,Polyurethane,28224454.74,631812377.9635485
1.209832499,72929968356.0,5030.450346,0.158086982,free-free,Silicone,7551278.634,164860847.48498014
0.99327911,19960751732.0,6045.29604,0.125545984,free-free,Epoxy,1556469.811,77905460.0645906
1.41931583,195569000000.0,5410.408721,0.191499919,fixed-fixed,Silicone,22320078.95,924483315.7604641
0.660725279,27232931280.0,4211.255079,0.023190142,fixed-fixed,Acrylic,2127112.688,78052957.35993625
1.995795821,203106000000.0,3198.949681,0.018767619,fixed-free,Polyurethane,54491601.04,663600981.8161758
1.997489217,88995895369.0,6862.110944,0.059872552,free-free,Polyurethane,13138079.01,218536576.08563098
1.130954072,133704000000.0,2104.684963,0.103223124,free-free,Acrylic,31398229.11,659822350.1763589
1.821198698,99376682656.0,4767.60977,0.104190298,free-free,Epoxy,22328794.97,427811742.56538594
,62981201627.0,7014.078452,0.014009864,free-free,Acrylic,7297034.93,172721829.48415858
1.437485413,159090000000.0,5771.502431,0.077801991,fixed-free,Polyurethane,19132597.17,657480710.3720772
0.737823284,142135000000.0,6699.486235,0.077538444,fixed-free,Acrylic,7923823.573,640943338.21038
0.731811621,34255075591.0,5435.02431,0.090013334,fixed-free,Epoxy,2222960.632,144759302.16247386
0.628029129,186984000000.0,6044.992396,0.112370317,free-free,Epoxy,9434496.033,813381602.3298793
1.989575359,167004000000.0,6516.737222,0.102408798,fixed-free,Polyurethane,20976258.1,818596908.1089872
1.442328425,189889000000.0,2830.481379,,fixed-fixed,Polyurethane,47311172.4,395935405.43319964
1.536434918,154946000000.0,4832.793894,0.174651437,fixed-fixed,Acrylic,26365669.85,624484459.9224865
,138174000000.0,2709.220071,0.157340742,fixed-free,Acrylic,13383482.85,
2.115594643,79106513600.0,7927.195197,0.139474669,fixed-fixed,Epoxy,11104220.17,82855776.02796574
1.675455066,184107000000.0,7686.641939,0.183711189,fixed-fixed,Polyurethane,22979698.15,843782006.8645453
0.831010192,176915000000.0,1131.319645,0.013507393,free-free,Polyurethane,50762873.69,810909444.7245
0.754315834,8753579392.0,5881.186285,0.045634536,fixed-free,Polyurethane,594525.1672,16377901.367675629
0.791047582,5083471509.0,7267.97364,0.011720926,fixed-free,Acrylic,275173.654,18140094.633314513
1.020618685,73865104540.0,2242.872624,0.13789212,free-free,Polyurethane,14912823.45,232002910.6824511
1.303358542,151067000000.0,4718.684732,0.194392501,fixed-fixed,Epoxy,20699029.23,573922283.4178792
1.001656628,196442000000.0,7197.565908,0.05364116,fixed-fixed,Epoxy,15797127.31,494670678.5043258
0.95481534,28447477667.0,1248.434896,0.191144678,fixed-free,Acrylic,10016717.79,126009751.33937728
1.329851725,114541000000.0,5422.382138,0.022061441,fixed-fixed,Silicone,14549868.38,285479062.5371736
0.745050462,72923477571.0,2789.621751,0.17947699,free-free,Acrylic,8983229.8,343405964.64042604
1.020936703,186869000000.0,7514.410501,0.078820045,free-free,Silicone,12264836.96,496044916.7890009
1.046682037,167011000000.0,7803.42796,0.029868407,fixed-free,Polyurethane,10465221.91,398965744.48286307
1.156750743,169959000000.0,7590.461097,0.090560695,free-free,Acrylic,13737116.58,485905011.80372894
1.554364963,100432000000.0,4347.557596,0.05880158,free-free,Epoxy,17858809.01,279075450.2433827
0.810460501,86298138745.0,7633.204084,0.062921627,fixed-free,Polyurethane,4542052.228,
1.209598178,50835544720.0,6980.807687,0.066631609,free-free,Epoxy,4883779.29,152543762.61946356
1.422423285,11184682501.0,3083.066006,0.155467935,free-free,Polyurethane,2300793.305,44744994.696187586
0.557842078,171016000000.0,6715.952403,0.109456776,free-free,Acrylic,7091898.251,269636307.55295104
1.36640106,174097000000.0,1301.03426,0.066781644,fixed-fixed,Silicone,94065588.61,203903259.31069997
0.757656127,202338000000.0,5451.799594,0.119954389,fixed-free,Polyurethane,14925786.66,657050354.1860123
0.592736308,,2592.838293,0.160196895,fixed-free,Silicone,24691650.96,
1.851144357,118468000000.0,2136.196857,0.066438373,fixed-free,Polyurethane,54306389.45,297516465.4973936
2.023040206,148481000000.0,1480.803756,0.098473362,fixed-fixed,Epoxy,97882450.72,703001175.809412
1.736770549,164962000000.0,6101.640152,0.031998713,fixed-fixed,Epoxy,25687358.94,655157659.7518002
1.000447229,170192000000.0,3630.094881,0.042413927,fixed-free,Polyurethane,25119771.38,487065589.4917306
0.601419143,52019287781.0,5669.62185,0.141281386,fixed-fixed,Silicone,2714254.652,211689504.23736772
1.545539563,90090314548.0,1545.029728,0.044476181,fixed-free,Acrylic,45385376.56,406072550.1807341
1.158591384,25981392063.0,3023.195607,,fixed-fixed,Acrylic,4550211.86,57043960.46774958
0.651785377,180830000000.0,4904.951908,0.145560534,free-free,Epoxy,12630441.53,312433008.8092152
1.20460917,123233000000.0,7071.077122,0.030453469,free-free,Acrylic,11673910.18,485633432.6482985
,48077203418.0,2760.1288,0.117534933,fixed-free,Epoxy,3951044.18,70361110.02227503
1.88327528,135109000000.0,5418.21999,0.060571323,fixed-fixed,Acrylic,23332467.62,158095166.69680932
0.834883849,122325000000.0,6800.335888,0.194228406,fixed-fixed,Polyurethane,7766134.3,267319214.31490135
1.521084403,71568974337.0,5376.042819,0.102950088,free-free,Epoxy,10092745.86,287438660.9648199
1.020955003,24144650737.0,2433.110537,0.16207105,free-free,Epoxy,4282645.869,104031045.6363798
1.253024479,127248000000.0,1134.554783,0.121234748,fixed-fixed,Polyurethane,69322810.78,466996954.4903732
1.347150411,105209000000.0,7210.572356,0.016546243,fixed-fixed,Epoxy,9944186.016,308995590.1743026
0.825746093,151625000000.0,1165.439717,0.12539056,fixed-fixed,Acrylic,52826481.37,262277584.10661873
1.739748306,104486000000.0,7220.999594,0.195815692,fixed-fixed,Acrylic,14962016.7,501354600.6039709
1.514895814,155140000000.0,4096.816883,0.126102201,fixed-fixed,Epoxy,33370802.42,467353021.7611495
2.034199877,109017000000.0,7448.972578,0.16871793,fixed-fixed,Acrylic,13410711.42,530890068.7170174
1.787709823,115133000000.0,7218.894183,0.175334938,fixed-free,Silicone,16421462.34,260264706.91782108
1.312851671,180598000000.0,7641.964558,0.056035657,fixed-fixed,Epoxy,16065655.69,665027535.2940103
1.822583509,81866476516.0,3436.459521,0.052307268,free-free,Polyurethane,22439207.02,246586345.0418031
0.642818897,27762847746.0,6529.047435,0.120142114,fixed-free,Silicone,1332700.175,115560065.88204509
0.80629004,6226090172.0,3723.372846,0.088630517,fixed-fixed,Epoxy,620965.7694,13509652.108279407
0.603439616,152859000000.0,4674.3693,0.162693816,free-free,Polyurethane,9479918.634,641126807.6208907
0.962883034,119292000000.0,5432.068794,0.169223503,fixed-free,Acrylic,10151086.15,528183422.2415582
,143867000000.0,6990.664883,0.07610813,free-free,Polyurethane,10415206.28,174444918.8773961
0.985635271,45184481269.0,8713.513733,0.056007156,fixed-fixed,Silicone,2458108.099,167104860.88181704
1.715016771,27547375809.0,5768.259515,0.153453424,fixed-fixed,Acrylic,3569812.959,65796308.00190649
0.976027949,3140929258.0,3557.417246,0.063070834,fixed-fixed,Epoxy,378599.1763,11955510.70226595
0.882253247,73001462407.0,3995.503411,0.162227922,fixed-fixed,Acrylic,8417139.721,233430279.5941766
1.22609071,126697000000.0,6634.356557,0.094667802,fixed-free,Epoxy,12807378.07,473856769.63634455
,80902029802.0,2635.357905,0.132671952,fixed-free,Epoxy,9649323.165,109954171.06284161
1.733446884,84082193178.0,1698.974813,0.027473919,free-free,Polyurethane,44783851.3,201560385.09618822
0.635782188,191409000000.0,3546.503198,0.125253413,fixed-fixed,Polyurethane,14788166.14,902509514.4510933
2.123465698,71110344851.0,3005.640411,0.097510829,free-free,Polyurethane,24207973.12,283469615.0051833
1.482157755,98926540554.0,3034.721968,0.120075872,fixed-free,Silicone,28857633.25,431935574.9214879
0.782191871,158244000000.0,2627.976146,0.042656487,fixed-fixed,Silicone,21684968.09,558452431.3987386
0.557138905,76585124282.0,1205.857362,0.161579888,fixed-fixed,Polyurethane,15695733.7,219014381.7481194
1.766141758,122938000000.0,1052.551005,0.170772549,fixed-free,Silicone,101617712.4,447244694.2823685
1.617824868,174697000000.0,7919.180844,0.054110614,fixed-free,Acrylic,16145062.93,544328784.1256961
1.690038417,207258000000.0,3800.110727,0.028312755,fixed-free,Acrylic,36457698.71,
1.749391255,27674607872.0,3677.738322,0.013789652,fixed-free,Silicone,6513634.215,46261644.33748982
0.572465627,182033000000.0,5925.823258,0.126282496,fixed-free,Silicone,10715731.3,363803048.25614744
0.957503744,95600869765.0,2550.280718,0.115224723,fixed-fixed,Acrylic,19608991.62,401269112.9330092
unknown,50849873882.0,7657.472999,0.112836774,fixed-free,Epoxy,2138988.949,54955286.755471654
1.579938818,78871389956.0,6023.094307,0.051703708,fixed-fixed,Acrylic,13030207.55,184045401.37515008
1.510978569,198953000000.0,1760.448459,0.084653611,fixed-fixed,Acrylic,84222615.68,357584166.79299766
1.07317718,97995139796.0,3956.738621,0.1259733,fixed-free,Silicone,13029251.45,483367627.3966439
0.584957299,72697052774.0,7567.405695,0.09976553,fixed-free,Acrylic,2659863.98,220314704.3835475
0.988914942,125923000000.0,8011.426791,0.203157331,fixed-fixed,Silicone,8526931.224,195417812.82076767
0.980778046,48760959327.0,4459.771421,0.035935061,fixed-free,Silicone,5609275.187,226647752.3225775
1.428646742,15363247257.0,5595.386352,0.144357193,fixed-free,Polyurethane,2137202.113,
1.431618853,26472393847.0,2216.587927,0.092785482,fixed-free,Acrylic,8188903.347,116996575.04026297
1.83719745,26186975608.0,7733.467698,0.094662442,free-free,Epoxy,2949223.904,80135879.98633218
1.192472137,31128138962.0,2665.629885,0.146752897,fixed-fixed,Polyurethane,7380190.05,150841706.56832743
0.737057853,27658438500.0,8195.612327,0.146439137,free-free,Silicone,1294481.7,122635275.81351407
unknown,124336000000.0,5537.388393,0.174358891,fixed-free,Silicone,17949993.56,187676565.13751507
1.592575866,38399770705.0,5609.725937,0.038600085,free-free,Epoxy,5547602.085,53514891.58050865
1.382534202,65680040059.0,4700.710682,0.029701507,fixed-free,Silicone,10042924.47,177927583.63300303
1.691549667,177894000000.0,,0.132897691,free-free,Acrylic,55308566.4,496246935.39876735
1.307301067,85068557630.0,2213.768054,0.112645745,fixed-free,Polyurethane,25495840.35,115357742.90192392
1.279708459,131269000000.0,2542.867323,0.063004957,free-free,Silicone,32985430.18,461182907.8438663
1.219051213,33282080914.0,2329.647002,0.022427425,free-free,Silicone,8786544.751,123012084.1804767
0.557022997,34425657045.0,6554.56407,0.027872716,free-free,Epoxy,1536790.185,60798001.774074785
0.655194714,8224090726.0,3362.570684,0.17138697,fixed-fixed,Acrylic,842764.884,12605365.820549192
0.540054426,31746113970.0,1424.38202,0.04219544,free-free,Silicone,6377466.351,154854223.87189296
1.412200663,49891593236.0,8752.708664,0.072219107,fixed-fixed,Epoxy,5276530.449,221867022.59071663
1.032286078,36876859409.0,7573.461428,0.048761092,fixed-free,Silicone,2046680.752,85771088.00200517
1.319021353,18224438539.0,7435.316739,0.077657188,free-free,Epoxy,1496989.723,29715790.97670555
1.988331544,23010178890.0,7499.040547,0.023441421,fixed-free,Epoxy,2627169.617,39704249.45362189
0.918687318,90155939234.0,2383.580654,0.114223564,fixed-free,Acrylic,17419527.86,160112508.8261001
1.080713201,40081754704.0,3620.06598,0.023107533,free-free,Silicone,6141825.442,136169847.36447072
1.560652691,73677629013.0,,0.152107998,fixed-fixed,Acrylic,8947957.481,140110234.00009862
0.803096635,104903000000.0,6704.139593,0.056037125,free-free,Epoxy,7254131.575,517657219.1298268
0.641824327,133967000000.0,2096.682443,0.104692474,fixed-free,Polyurethane,20528789.58,517140777.14360803
0.963073779,7972559429.0,7027.387041,0.175641996,fixed-free,Silicone,511465.4893,10287003.919544904
0.751941677,164177000000.0,2586.953825,0.130714476,free-free,Polyurethane,22450063.46,357762628.5487199
